record,beat_index,method,sampling_frequency,target_onset,target_fiducial,target_offset,predicted_onset,predicted_offset,success,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms
sel873,18,hcrd_quadratic,250.0,155186,155200,155212,155184,155211,1,-8.0,-4.0,4.0,6.0
sel873,18,hcrd_gaussian,250.0,155186,155200,155212,155184,155211,1,-8.0,-4.0,4.0,6.0
sel873,18,hcrd_raw,250.0,155186,155200,155212,155190,155220,1,16.0,32.0,16.0,24.0
sel873,18,derivative_threshold,250.0,155186,155200,155212,155198,155209,1,48.0,-12.0,-60.0,30.0
sel873,18,official_pu0,250.0,155186,155200,155212,155185,155212,1,-4.0,0.0,4.0,2.0
sel873,18,official_pu1,250.0,155186,155200,155212,155184,155213,1,-8.0,4.0,12.0,6.0
sel873,19,hcrd_quadratic,250.0,155453,155468,155480,155453,155480,1,0.0,0.0,0.0,0.0
sel873,19,hcrd_gaussian,250.0,155453,155468,155480,155452,155480,1,-4.0,0.0,4.0,2.0
sel873,19,hcrd_raw,250.0,155453,155468,155480,155457,155482,1,16.0,8.0,-8.0,12.0
sel873,19,derivative_threshold,250.0,155453,155468,155480,155455,155478,1,8.0,-8.0,-16.0,8.0
sel873,19,official_pu0,250.0,155453,155468,155480,155455,155481,1,8.0,4.0,-4.0,6.0
sel873,19,official_pu1,250.0,155453,155468,155480,155454,155482,1,4.0,8.0,4.0,6.0
sel873,20,hcrd_quadratic,250.0,155719,155736,155743,155720,155749,1,4.0,24.0,20.0,14.0
sel873,20,hcrd_gaussian,250.0,155719,155736,155743,155721,155748,1,8.0,20.0,12.0,14.0
sel873,20,hcrd_raw,250.0,155719,155736,155743,,,0,nan,nan,nan,160.0
sel873,20,derivative_threshold,250.0,155719,155736,155743,155722,155747,1,12.0,16.0,4.0,14.0
sel873,20,official_pu0,250.0,155719,155736,155743,155715,155744,1,-16.0,4.0,20.0,10.0
sel873,20,official_pu1,250.0,155719,155736,155743,155720,155749,1,4.0,24.0,20.0,14.0
sel873,21,hcrd_quadratic,250.0,155987,156000,156011,155985,156012,1,-8.0,4.0,12.0,6.0
sel873,21,hcrd_gaussian,250.0,155987,156000,156011,155985,156012,1,-8.0,4.0,12.0,6.0
sel873,21,hcrd_raw,250.0,155987,156000,156011,,,0,nan,nan,nan,160.0
sel873,21,derivative_threshold,250.0,155987,156000,156011,155986,156010,1,-4.0,-4.0,0.0,4.0
sel873,21,official_pu0,250.0,155987,156000,156011,155979,156007,1,-32.0,-16.0,16.0,24.0
sel873,21,official_pu1,250.0,155987,156000,156011,155985,156013,1,-8.0,8.0,16.0,8.0
sel873,22,hcrd_quadratic,250.0,156252,156265,156278,156250,156278,1,-8.0,0.0,8.0,4.0
sel873,22,hcrd_gaussian,250.0,156252,156265,156278,156250,156279,1,-8.0,4.0,12.0,6.0
sel873,22,hcrd_raw,250.0,156252,156265,156278,,,0,nan,nan,nan,160.0
sel873,22,derivative_threshold,250.0,156252,156265,156278,156251,156276,1,-4.0,-8.0,-4.0,6.0
sel873,22,official_pu0,250.0,156252,156265,156278,156251,156273,1,-4.0,-20.0,-16.0,12.0
sel873,22,official_pu1,250.0,156252,156265,156278,156244,156278,1,-32.0,0.0,32.0,16.0
sel873,23,hcrd_quadratic,250.0,156519,156532,156541,156517,156545,1,-8.0,16.0,24.0,12.0
sel873,23,hcrd_gaussian,250.0,156519,156532,156541,156517,156545,1,-8.0,16.0,24.0,12.0
sel873,23,hcrd_raw,250.0,156519,156532,156541,156522,156552,1,12.0,44.0,32.0,28.0
sel873,23,derivative_threshold,250.0,156519,156532,156541,156518,156543,1,-4.0,8.0,12.0,6.0
sel873,23,official_pu0,250.0,156519,156532,156541,156518,156540,1,-4.0,-4.0,0.0,4.0
sel873,23,official_pu1,250.0,156519,156532,156541,156510,156545,1,-36.0,16.0,52.0,26.0
sel873,24,hcrd_quadratic,250.0,156790,156803,156814,156788,156816,1,-8.0,8.0,16.0,8.0
sel873,24,hcrd_gaussian,250.0,156790,156803,156814,156785,156816,1,-20.0,8.0,28.0,14.0
sel873,24,hcrd_raw,250.0,156790,156803,156814,156788,156824,1,-8.0,40.0,48.0,24.0
sel873,24,derivative_threshold,250.0,156790,156803,156814,156790,156814,1,0.0,0.0,0.0,0.0
sel873,24,official_pu0,250.0,156790,156803,156814,156789,156811,1,-4.0,-12.0,-8.0,8.0
sel873,24,official_pu1,250.0,156790,156803,156814,156782,156817,1,-32.0,12.0,44.0,22.0
sel873,25,hcrd_quadratic,250.0,157059,157072,157082,157057,157084,1,-8.0,8.0,16.0,8.0
sel873,25,hcrd_gaussian,250.0,157059,157072,157082,157057,157084,1,-8.0,8.0,16.0,8.0
sel873,25,hcrd_raw,250.0,157059,157072,157082,157060,157095,1,4.0,52.0,48.0,28.0
sel873,25,derivative_threshold,250.0,157059,157072,157082,157059,157082,1,0.0,0.0,0.0,0.0
sel873,25,official_pu0,250.0,157059,157072,157082,157050,157085,1,-36.0,12.0,48.0,24.0
sel873,25,official_pu1,250.0,157059,157072,157082,157059,157086,1,0.0,16.0,16.0,8.0
sel873,26,hcrd_quadratic,250.0,157324,157339,157351,157324,157352,1,0.0,4.0,4.0,2.0
sel873,26,hcrd_gaussian,250.0,157324,157339,157351,157324,157352,1,0.0,4.0,4.0,2.0
sel873,26,hcrd_raw,250.0,157324,157339,157351,157330,157341,1,24.0,-40.0,-64.0,32.0
sel873,26,derivative_threshold,250.0,157324,157339,157351,157338,157351,1,56.0,0.0,-56.0,28.0
sel873,26,official_pu0,250.0,157324,157339,157351,157325,157348,1,4.0,-12.0,-16.0,8.0
sel873,26,official_pu1,250.0,157324,157339,157351,157325,157351,1,4.0,0.0,-4.0,2.0
sel873,27,hcrd_quadratic,250.0,158378,158394,158404,158378,158408,1,0.0,16.0,16.0,8.0
sel873,27,hcrd_gaussian,250.0,158378,158394,158404,158378,158409,1,0.0,20.0,20.0,10.0
sel873,27,hcrd_raw,250.0,158378,158394,158404,158384,158396,1,24.0,-32.0,-56.0,28.0
sel873,27,derivative_threshold,250.0,158378,158394,158404,158380,158406,1,8.0,8.0,0.0,8.0
sel873,27,official_pu0,250.0,158378,158394,158404,158371,158403,1,-28.0,-4.0,24.0,16.0
sel873,27,official_pu1,250.0,158378,158394,158404,158380,158405,1,8.0,4.0,-4.0,6.0
sel873,28,hcrd_quadratic,250.0,158652,158668,158679,158652,158679,1,0.0,0.0,0.0,0.0
sel873,28,hcrd_gaussian,250.0,158652,158668,158679,158651,158679,1,-4.0,0.0,4.0,2.0
sel873,28,hcrd_raw,250.0,158652,158668,158679,158659,158681,1,28.0,8.0,-20.0,18.0
sel873,28,derivative_threshold,250.0,158652,158668,158679,158666,158677,1,56.0,-8.0,-64.0,32.0
sel873,28,official_pu0,250.0,158652,158668,158679,158653,158680,1,4.0,4.0,0.0,4.0
sel873,28,official_pu1,250.0,158652,158668,158679,158654,158680,1,8.0,4.0,-4.0,6.0
sel873,29,hcrd_quadratic,250.0,158930,158943,158956,158928,158956,1,-8.0,0.0,8.0,4.0
sel873,29,hcrd_gaussian,250.0,158930,158943,158956,158928,158955,1,-8.0,-4.0,4.0,6.0
sel873,29,hcrd_raw,250.0,158930,158943,158956,158934,158956,1,16.0,0.0,-16.0,8.0
sel873,29,derivative_threshold,250.0,158930,158943,158956,158929,158954,1,-4.0,-8.0,-4.0,6.0
sel873,29,official_pu0,250.0,158930,158943,158956,158922,158951,1,-32.0,-20.0,12.0,26.0
sel873,29,official_pu1,250.0,158930,158943,158956,158928,158956,1,-8.0,0.0,8.0,4.0
sel873,30,hcrd_quadratic,250.0,214128,214147,214163,214129,214168,1,4.0,20.0,16.0,12.0
sel873,30,hcrd_gaussian,250.0,214128,214147,214163,214128,214169,1,0.0,24.0,24.0,12.0
sel873,30,hcrd_raw,250.0,214128,214147,214163,214130,214163,1,8.0,0.0,-8.0,4.0
sel873,30,derivative_threshold,250.0,214128,214147,214163,214131,214166,1,12.0,12.0,0.0,12.0
sel873,30,official_pu0,250.0,214128,214147,214163,214130,214162,1,8.0,-4.0,-12.0,6.0
sel873,30,official_pu1,250.0,214128,214147,214163,214120,214162,1,-32.0,-4.0,28.0,18.0
sel873,31,hcrd_quadratic,250.0,214966,214985,214995,214966,215000,1,0.0,20.0,20.0,10.0
sel873,31,hcrd_gaussian,250.0,214966,214985,214995,214966,215001,1,0.0,24.0,24.0,12.0
sel873,31,hcrd_raw,250.0,214966,214985,214995,214980,214999,1,56.0,16.0,-40.0,36.0
sel873,31,derivative_threshold,250.0,214966,214985,214995,214967,214999,1,4.0,16.0,12.0,10.0
sel873,31,official_pu0,250.0,214966,214985,214995,214961,214995,1,-20.0,0.0,20.0,10.0
sel873,31,official_pu1,250.0,214966,214985,214995,214964,214996,1,-8.0,4.0,12.0,6.0
sel873,32,hcrd_quadratic,250.0,220273,220296,220303,220273,220316,1,0.0,52.0,52.0,26.0
sel873,32,hcrd_gaussian,250.0,220273,220296,220303,220268,220317,1,-20.0,56.0,76.0,38.0
sel873,32,hcrd_raw,250.0,220273,220296,220303,220278,220312,1,20.0,36.0,16.0,28.0
sel873,32,derivative_threshold,250.0,220273,220296,220303,220275,220313,1,8.0,40.0,32.0,24.0
sel873,32,official_pu0,250.0,220273,220296,220303,220273,220308,1,0.0,20.0,20.0,10.0
sel873,32,official_pu1,250.0,220273,220296,220303,220265,220307,1,-32.0,16.0,48.0,24.0
sel123,0,hcrd_quadratic,250.0,150408,150419,150428,150404,150436,1,-16.0,32.0,48.0,24.0
sel123,0,hcrd_gaussian,250.0,150408,150419,150428,150403,150427,1,-20.0,-4.0,16.0,12.0
sel123,0,hcrd_raw,250.0,150408,150419,150428,150409,150436,1,4.0,32.0,28.0,18.0
sel123,0,derivative_threshold,250.0,150408,150419,150428,150417,150432,1,36.0,16.0,-20.0,26.0
sel123,0,official_pu0,250.0,150408,150419,150428,150405,150429,1,-12.0,4.0,16.0,8.0
sel123,0,official_pu1,250.0,150408,150419,150428,150403,150430,1,-20.0,8.0,28.0,14.0
sel123,1,hcrd_quadratic,250.0,150751,150758,150764,150744,150779,1,-28.0,60.0,88.0,44.0
sel123,1,hcrd_gaussian,250.0,150751,150758,150764,150744,150766,1,-28.0,8.0,36.0,18.0
sel123,1,hcrd_raw,250.0,150751,150758,150764,150743,150769,1,-32.0,20.0,52.0,26.0
sel123,1,derivative_threshold,250.0,150751,150758,150764,150746,150764,1,-20.0,0.0,20.0,10.0
sel123,1,official_pu0,250.0,150751,150758,150764,150745,150767,1,-24.0,12.0,36.0,18.0
sel123,1,official_pu1,250.0,150751,150758,150764,150737,150769,1,-56.0,20.0,76.0,38.0
sel123,2,hcrd_quadratic,250.0,151084,151102,151119,151087,151111,1,12.0,-32.0,-44.0,22.0
sel123,2,hcrd_gaussian,250.0,151084,151102,151119,151086,151110,1,8.0,-36.0,-44.0,22.0
sel123,2,hcrd_raw,250.0,151084,151102,151119,151092,151110,1,32.0,-36.0,-68.0,34.0
sel123,2,derivative_threshold,250.0,151084,151102,151119,151100,151116,1,64.0,-12.0,-76.0,38.0
sel123,2,official_pu0,250.0,151084,151102,151119,151087,151114,1,12.0,-20.0,-32.0,16.0
sel123,2,official_pu1,250.0,151084,151102,151119,151080,151114,1,-16.0,-20.0,-4.0,18.0
sel123,3,hcrd_quadratic,250.0,151404,151417,151429,151403,151426,1,-4.0,-12.0,-8.0,8.0
sel123,3,hcrd_gaussian,250.0,151404,151417,151429,151403,151425,1,-4.0,-16.0,-12.0,10.0
sel123,3,hcrd_raw,250.0,151404,151417,151429,151409,151426,1,20.0,-12.0,-32.0,16.0
sel123,3,derivative_threshold,250.0,151404,151417,151429,151405,151423,1,4.0,-24.0,-28.0,14.0
sel123,3,official_pu0,250.0,151404,151417,151429,151397,151428,1,-28.0,-4.0,24.0,16.0
sel123,3,official_pu1,250.0,151404,151417,151429,151404,151428,1,0.0,-4.0,-4.0,2.0
sel123,4,hcrd_quadratic,250.0,151749,151756,151765,151743,151765,1,-24.0,0.0,24.0,12.0
sel123,4,hcrd_gaussian,250.0,151749,151756,151765,151744,151764,1,-20.0,-4.0,16.0,12.0
sel123,4,hcrd_raw,250.0,151749,151756,151765,151753,151768,1,16.0,12.0,-4.0,14.0
sel123,4,derivative_threshold,250.0,151749,151756,151765,151755,151762,1,24.0,-12.0,-36.0,18.0
sel123,4,official_pu0,250.0,151749,151756,151765,151739,151766,1,-40.0,4.0,44.0,22.0
sel123,4,official_pu1,250.0,151749,151756,151765,151745,151767,1,-16.0,8.0,24.0,12.0
sel123,5,hcrd_quadratic,250.0,152072,152086,152100,152071,152094,1,-4.0,-24.0,-20.0,14.0
sel123,5,hcrd_gaussian,250.0,152072,152086,152100,152070,152093,1,-8.0,-28.0,-20.0,18.0
sel123,5,hcrd_raw,250.0,152072,152086,152100,152076,152097,1,16.0,-12.0,-28.0,14.0
sel123,5,derivative_threshold,250.0,152072,152086,152100,152073,152091,1,4.0,-36.0,-40.0,20.0
sel123,5,official_pu0,250.0,152072,152086,152100,152072,152096,1,0.0,-16.0,-16.0,8.0
sel123,5,official_pu1,250.0,152072,152086,152100,152072,152097,1,0.0,-12.0,-12.0,6.0
sel123,6,hcrd_quadratic,250.0,152397,152407,152423,152393,152415,1,-16.0,-32.0,-16.0,24.0
sel123,6,hcrd_gaussian,250.0,152397,152407,152423,152393,152415,1,-16.0,-32.0,-16.0,24.0
sel123,6,hcrd_raw,250.0,152397,152407,152423,152399,152419,1,8.0,-16.0,-24.0,12.0
sel123,6,derivative_threshold,250.0,152397,152407,152423,152395,152420,1,-8.0,-12.0,-4.0,10.0
sel123,6,official_pu0,250.0,152397,152407,152423,152389,152417,1,-32.0,-24.0,8.0,28.0
sel123,6,official_pu1,250.0,152397,152407,152423,152389,152419,1,-32.0,-16.0,16.0,24.0
sel123,7,hcrd_quadratic,250.0,152725,152736,152753,152721,152744,1,-16.0,-36.0,-20.0,26.0
sel123,7,hcrd_gaussian,250.0,152725,152736,152753,152720,152744,1,-20.0,-36.0,-16.0,28.0
sel123,7,hcrd_raw,250.0,152725,152736,152753,152727,152748,1,8.0,-20.0,-28.0,14.0
sel123,7,derivative_threshold,250.0,152725,152736,152753,152723,152742,1,-8.0,-44.0,-36.0,26.0
sel123,7,official_pu0,250.0,152725,152736,152753,152714,152746,1,-44.0,-28.0,16.0,36.0
sel123,7,official_pu1,250.0,152725,152736,152753,152714,152748,1,-44.0,-20.0,24.0,32.0
sel123,8,hcrd_quadratic,250.0,153040,153057,153068,153044,153066,1,16.0,-8.0,-24.0,12.0
sel123,8,hcrd_gaussian,250.0,153040,153057,153068,153045,153065,1,20.0,-12.0,-32.0,16.0
sel123,8,hcrd_raw,250.0,153040,153057,153068,153053,153069,1,52.0,4.0,-48.0,28.0
sel123,8,derivative_threshold,250.0,153040,153057,153068,153056,153070,1,64.0,8.0,-56.0,36.0
sel123,8,official_pu0,250.0,153040,153057,153068,153040,153067,1,0.0,-4.0,-4.0,2.0
sel123,8,official_pu1,250.0,153040,153057,153068,153040,153068,1,0.0,0.0,0.0,0.0
sel123,9,hcrd_quadratic,250.0,153360,153378,153388,153362,153386,1,8.0,-8.0,-16.0,8.0
sel123,9,hcrd_gaussian,250.0,153360,153378,153388,153360,153385,1,0.0,-12.0,-12.0,6.0
sel123,9,hcrd_raw,250.0,153360,153378,153388,153369,153389,1,36.0,4.0,-32.0,20.0
sel123,9,derivative_threshold,250.0,153360,153378,153388,153365,153383,1,20.0,-20.0,-40.0,20.0
sel123,9,official_pu0,250.0,153360,153378,153388,153363,153388,1,12.0,0.0,-12.0,6.0
sel123,9,official_pu1,250.0,153360,153378,153388,153362,153389,1,8.0,4.0,-4.0,6.0
sel123,10,hcrd_quadratic,250.0,153670,153682,153691,153669,153690,1,-4.0,-4.0,0.0,4.0
sel123,10,hcrd_gaussian,250.0,153670,153682,153691,153668,153690,1,-8.0,-4.0,4.0,6.0
sel123,10,hcrd_raw,250.0,153670,153682,153691,153674,153694,1,16.0,12.0,-4.0,14.0
sel123,10,derivative_threshold,250.0,153670,153682,153691,153671,153688,1,4.0,-12.0,-16.0,8.0
sel123,10,official_pu0,250.0,153670,153682,153691,153670,153692,1,0.0,4.0,4.0,2.0
sel123,10,official_pu1,250.0,153670,153682,153691,153664,153693,1,-24.0,8.0,32.0,16.0
sel123,11,hcrd_quadratic,250.0,153995,154010,154018,153996,154018,1,4.0,0.0,-4.0,2.0
sel123,11,hcrd_gaussian,250.0,153995,154010,154018,153996,154018,1,4.0,0.0,-4.0,2.0
sel123,11,hcrd_raw,250.0,153995,154010,154018,154003,154021,1,32.0,12.0,-20.0,22.0
sel123,11,derivative_threshold,250.0,153995,154010,154018,153998,154016,1,12.0,-8.0,-20.0,10.0
sel123,11,official_pu0,250.0,153995,154010,154018,153997,154020,1,8.0,8.0,0.0,8.0
sel123,11,official_pu1,250.0,153995,154010,154018,153989,154021,1,-24.0,12.0,36.0,18.0
sel123,12,hcrd_quadratic,250.0,154300,154315,154323,154299,154324,1,-4.0,4.0,8.0,4.0
sel123,12,hcrd_gaussian,250.0,154300,154315,154323,154297,154323,1,-12.0,0.0,12.0,6.0
sel123,12,hcrd_raw,250.0,154300,154315,154323,154304,154329,1,16.0,24.0,8.0,20.0
sel123,12,derivative_threshold,250.0,154300,154315,154323,154302,154328,1,8.0,20.0,12.0,14.0
sel123,12,official_pu0,250.0,154300,154315,154323,154300,154326,1,0.0,12.0,12.0,6.0
sel123,12,official_pu1,250.0,154300,154315,154323,154298,154326,1,-8.0,12.0,20.0,10.0
sel123,13,hcrd_quadratic,250.0,154628,154641,154648,154628,154649,1,0.0,4.0,4.0,2.0
sel123,13,hcrd_gaussian,250.0,154628,154641,154648,154622,154649,1,-24.0,4.0,28.0,14.0
sel123,13,hcrd_raw,250.0,154628,154641,154648,154630,154653,1,8.0,20.0,12.0,14.0
sel123,13,derivative_threshold,250.0,154628,154641,154648,154629,154647,1,4.0,-4.0,-8.0,4.0
sel123,13,official_pu0,250.0,154628,154641,154648,154625,154650,1,-12.0,8.0,20.0,10.0
sel123,13,official_pu1,250.0,154628,154641,154648,154623,154652,1,-20.0,16.0,36.0,18.0
sel123,14,hcrd_quadratic,250.0,154956,154966,154984,154952,154975,1,-16.0,-36.0,-20.0,26.0
sel123,14,hcrd_gaussian,250.0,154956,154966,154984,154947,154974,1,-36.0,-40.0,-4.0,38.0
sel123,14,hcrd_raw,250.0,154956,154966,154984,154955,154980,1,-4.0,-16.0,-12.0,10.0
sel123,14,derivative_threshold,250.0,154956,154966,154984,154964,154972,1,32.0,-48.0,-80.0,40.0
sel123,14,official_pu0,250.0,154956,154966,154984,154948,154977,1,-32.0,-28.0,4.0,30.0
sel123,14,official_pu1,250.0,154956,154966,154984,154948,154977,1,-32.0,-28.0,4.0,30.0
sel123,15,hcrd_quadratic,250.0,155253,155266,155281,155252,155275,1,-4.0,-24.0,-20.0,14.0
sel123,15,hcrd_gaussian,250.0,155253,155266,155281,155247,155274,1,-24.0,-28.0,-4.0,26.0
sel123,15,hcrd_raw,250.0,155253,155266,155281,155255,155273,1,8.0,-32.0,-40.0,20.0
sel123,15,derivative_threshold,250.0,155253,155266,155281,155264,155279,1,44.0,-8.0,-52.0,26.0
sel123,15,official_pu0,250.0,155253,155266,155281,155249,155277,1,-16.0,-16.0,0.0,16.0
sel123,15,official_pu1,250.0,155253,155266,155281,155248,155277,1,-20.0,-16.0,4.0,18.0
sel123,16,hcrd_quadratic,250.0,155550,155565,155571,155552,155574,1,8.0,12.0,4.0,10.0
sel123,16,hcrd_gaussian,250.0,155550,155565,155571,155547,155573,1,-12.0,8.0,20.0,10.0
sel123,16,hcrd_raw,250.0,155550,155565,155571,155556,155575,1,24.0,16.0,-8.0,20.0
sel123,16,derivative_threshold,250.0,155550,155565,155571,155554,155579,1,16.0,32.0,16.0,24.0
sel123,16,official_pu0,250.0,155550,155565,155571,155549,155576,1,-4.0,20.0,24.0,12.0
sel123,16,official_pu1,250.0,155550,155565,155571,155549,155577,1,-4.0,24.0,28.0,14.0
sel123,17,hcrd_quadratic,250.0,155876,155887,155895,155872,155895,1,-16.0,0.0,16.0,8.0
sel123,17,hcrd_gaussian,250.0,155876,155887,155895,155872,155894,1,-16.0,-4.0,12.0,10.0
sel123,17,hcrd_raw,250.0,155876,155887,155895,155876,155898,1,0.0,12.0,12.0,6.0
sel123,17,derivative_threshold,250.0,155876,155887,155895,155874,155899,1,-8.0,16.0,24.0,12.0
sel123,17,official_pu0,250.0,155876,155887,155895,155866,155896,1,-40.0,4.0,44.0,22.0
sel123,17,official_pu1,250.0,155876,155887,155895,155873,155897,1,-12.0,8.0,20.0,10.0
sel123,18,hcrd_quadratic,250.0,156152,156170,156182,156156,156190,1,16.0,32.0,16.0,24.0
sel123,18,hcrd_gaussian,250.0,156152,156170,156182,156155,156177,1,12.0,-20.0,-32.0,16.0
sel123,18,hcrd_raw,250.0,156152,156170,156182,156158,156182,1,24.0,0.0,-24.0,12.0
sel123,18,derivative_threshold,250.0,156152,156170,156182,156168,156183,1,64.0,4.0,-60.0,34.0
sel123,18,official_pu0,250.0,156152,156170,156182,156157,156180,1,20.0,-8.0,-28.0,14.0
sel123,18,official_pu1,250.0,156152,156170,156182,156155,156180,1,12.0,-8.0,-20.0,10.0
sel123,19,hcrd_quadratic,250.0,156437,156447,156457,156431,156456,1,-24.0,-4.0,20.0,14.0
sel123,19,hcrd_gaussian,250.0,156437,156447,156457,156430,156455,1,-28.0,-8.0,20.0,18.0
sel123,19,hcrd_raw,250.0,156437,156447,156457,156438,156459,1,4.0,8.0,4.0,6.0
sel123,19,derivative_threshold,250.0,156437,156447,156457,156446,156461,1,36.0,16.0,-20.0,26.0
sel123,19,official_pu0,250.0,156437,156447,156457,156432,156458,1,-20.0,4.0,24.0,12.0
sel123,19,official_pu1,250.0,156437,156447,156457,156433,156459,1,-16.0,8.0,24.0,12.0
sel123,20,hcrd_quadratic,250.0,156709,156719,156729,156705,156727,1,-16.0,-8.0,8.0,12.0
sel123,20,hcrd_gaussian,250.0,156709,156719,156729,156705,156727,1,-16.0,-8.0,8.0,12.0
sel123,20,hcrd_raw,250.0,156709,156719,156729,156708,156731,1,-4.0,8.0,12.0,6.0
sel123,20,derivative_threshold,250.0,156709,156719,156729,156707,156732,1,-8.0,12.0,20.0,10.0
sel123,20,official_pu0,250.0,156709,156719,156729,156706,156729,1,-12.0,0.0,12.0,6.0
sel123,20,official_pu1,250.0,156709,156719,156729,156705,156729,1,-16.0,0.0,16.0,8.0
sel123,21,hcrd_quadratic,250.0,156950,156963,156972,156947,156980,1,-12.0,32.0,44.0,22.0
sel123,21,hcrd_gaussian,250.0,156950,156963,156972,156947,156969,1,-12.0,-12.0,0.0,12.0
sel123,21,hcrd_raw,250.0,156950,156963,156972,156952,156973,1,8.0,4.0,-4.0,6.0
sel123,21,derivative_threshold,250.0,156950,156963,156972,156959,156975,1,36.0,12.0,-24.0,24.0
sel123,21,official_pu0,250.0,156950,156963,156972,156948,156972,1,-8.0,0.0,8.0,4.0
sel123,21,official_pu1,250.0,156950,156963,156972,156947,156975,1,-12.0,12.0,24.0,12.0
sel123,22,hcrd_quadratic,250.0,157194,157208,157218,157191,157217,1,-12.0,-4.0,8.0,8.0
sel123,22,hcrd_gaussian,250.0,157194,157208,157218,157189,157216,1,-20.0,-8.0,12.0,14.0
sel123,22,hcrd_raw,250.0,157194,157208,157218,157199,157223,1,20.0,20.0,0.0,20.0
sel123,22,derivative_threshold,250.0,157194,157208,157218,157196,157214,1,8.0,-16.0,-24.0,12.0
sel123,22,official_pu0,250.0,157194,157208,157218,157192,157219,1,-8.0,4.0,12.0,6.0
sel123,22,official_pu1,250.0,157194,157208,157218,157191,157219,1,-12.0,4.0,16.0,8.0
sel123,23,hcrd_quadratic,250.0,157443,157452,157466,157438,157460,1,-20.0,-24.0,-4.0,22.0
sel123,23,hcrd_gaussian,250.0,157443,157452,157466,157432,157460,1,-44.0,-24.0,20.0,34.0
sel123,23,hcrd_raw,250.0,157443,157452,157466,157441,157464,1,-8.0,-8.0,0.0,8.0
sel123,23,derivative_threshold,250.0,157443,157452,157466,157440,157464,1,-12.0,-8.0,4.0,10.0
sel123,23,official_pu0,250.0,157443,157452,157466,157434,157461,1,-36.0,-20.0,16.0,28.0
sel123,23,official_pu1,250.0,157443,157452,157466,157432,157462,1,-44.0,-16.0,28.0,30.0
sel123,24,hcrd_quadratic,250.0,157677,157690,157702,157675,157698,1,-8.0,-16.0,-8.0,12.0
sel123,24,hcrd_gaussian,250.0,157677,157690,157702,157674,157698,1,-12.0,-16.0,-4.0,14.0
sel123,24,hcrd_raw,250.0,157677,157690,157702,157680,157700,1,12.0,-8.0,-20.0,10.0
sel123,24,derivative_threshold,250.0,157677,157690,157702,157678,157704,1,4.0,8.0,4.0,6.0
sel123,24,official_pu0,250.0,157677,157690,157702,157676,157700,1,-4.0,-8.0,-4.0,6.0
sel123,24,official_pu1,250.0,157677,157690,157702,157674,157701,1,-12.0,-4.0,8.0,8.0
sel123,25,hcrd_quadratic,250.0,157944,157951,157961,157938,157960,1,-24.0,-4.0,20.0,14.0
sel123,25,hcrd_gaussian,250.0,157944,157951,157961,157932,157959,1,-48.0,-8.0,40.0,28.0
sel123,25,hcrd_raw,250.0,157944,157951,157961,157940,157963,1,-16.0,8.0,24.0,12.0
sel123,25,derivative_threshold,250.0,157944,157951,157961,157950,157963,1,24.0,8.0,-16.0,16.0
sel123,25,official_pu0,250.0,157944,157951,157961,,,0,nan,nan,nan,160.0
sel123,25,official_pu1,250.0,157944,157951,157961,,,0,nan,nan,nan,160.0
sel123,26,hcrd_quadratic,250.0,158307,158321,158330,158307,158330,1,0.0,0.0,0.0,0.0
sel123,26,hcrd_gaussian,250.0,158307,158321,158330,158306,158329,1,-4.0,-4.0,0.0,4.0
sel123,26,hcrd_raw,250.0,158307,158321,158330,158311,158333,1,16.0,12.0,-4.0,14.0
sel123,26,derivative_threshold,250.0,158307,158321,158330,158309,158327,1,8.0,-12.0,-20.0,10.0
sel123,26,official_pu0,250.0,158307,158321,158330,158307,158331,1,0.0,4.0,4.0,2.0
sel123,26,official_pu1,250.0,158307,158321,158330,158307,158331,1,0.0,4.0,4.0,2.0
sel123,27,hcrd_quadratic,250.0,158660,158670,158680,158656,158679,1,-16.0,-4.0,12.0,10.0
sel123,27,hcrd_gaussian,250.0,158660,158670,158680,158655,158678,1,-20.0,-8.0,12.0,14.0
sel123,27,hcrd_raw,250.0,158660,158670,158680,158654,158682,1,-24.0,8.0,32.0,16.0
sel123,27,derivative_threshold,250.0,158660,158670,158680,158658,158676,1,-8.0,-16.0,-8.0,12.0
sel123,27,official_pu0,250.0,158660,158670,158680,158657,158680,1,-12.0,0.0,12.0,6.0
sel123,27,official_pu1,250.0,158660,158670,158680,158657,158681,1,-12.0,4.0,16.0,8.0
sel123,28,hcrd_quadratic,250.0,159013,159025,159041,159008,159034,1,-20.0,-28.0,-8.0,24.0
sel123,28,hcrd_gaussian,250.0,159013,159025,159041,159008,159033,1,-20.0,-32.0,-12.0,26.0
sel123,28,hcrd_raw,250.0,159013,159025,159041,159014,159036,1,4.0,-20.0,-24.0,12.0
sel123,28,derivative_threshold,250.0,159013,159025,159041,159024,159038,1,44.0,-12.0,-56.0,28.0
sel123,28,official_pu0,250.0,159013,159025,159041,159010,159035,1,-12.0,-24.0,-12.0,18.0
sel123,28,official_pu1,250.0,159013,159025,159041,159008,159036,1,-20.0,-20.0,0.0,20.0
sel123,29,hcrd_quadratic,250.0,159344,159358,159366,159343,159366,1,-4.0,0.0,4.0,2.0
sel123,29,hcrd_gaussian,250.0,159344,159358,159366,159340,159365,1,-16.0,-4.0,12.0,10.0
