record,beat_index,method,sampling_frequency,target_onset,target_fiducial,target_offset,detected_r_peak,predicted_onset,predicted_offset,success,failure_reason,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms
sel871,46,neurokit_dwt_ch1,250.0,162344,162365,162375,162355,162332,162374,1,,-48.0,-4.0,44.0,26.0
sel871,47,neurokit_dwt_ch1,250.0,162604,162627,162634,162617,162576,162636,1,,-112.0,8.0,120.0,60.0
sel871,48,neurokit_dwt_ch1,250.0,163146,163170,163177,163159,163120,163178,1,,-104.0,4.0,108.0,54.0
sel871,49,neurokit_dwt_ch1,250.0,163694,163717,163724,,,,0,unmatched_r_peak,,,,160.0
sel871,50,neurokit_dwt_ch1,250.0,164685,164707,164719,164699,164694,164718,1,,36.0,-4.0,-40.0,20.0
sel871,51,neurokit_dwt_ch1,250.0,177807,177828,177835,177817,177780,177836,1,,-108.0,4.0,112.0,56.0
sel871,52,neurokit_dwt_ch1,250.0,178713,178736,178745,178725,178689,178744,1,,-96.0,-4.0,92.0,50.0
sel871,53,neurokit_dwt_ch1,250.0,182059,182087,182093,,,,0,unmatched_r_peak,,,,160.0
sel871,54,neurokit_dwt_ch1,250.0,188435,188458,188465,,,,0,unmatched_r_peak,,,,160.0
sel871,55,neurokit_dwt_ch1,250.0,189232,189255,189264,189246,189208,189264,1,,-96.0,0.0,96.0,48.0
sel871,56,neurokit_dwt_ch1,250.0,189776,189797,189805,189788,189750,189806,1,,-104.0,4.0,108.0,54.0
sel871,57,neurokit_dwt_ch1,250.0,190627,190650,190659,190639,190618,190659,1,,-36.0,0.0,36.0,18.0
sel871,58,neurokit_dwt_ch1,250.0,192514,192534,192542,192524,192487,192543,1,,-108.0,4.0,112.0,56.0
sel871,59,neurokit_dwt_ch1,250.0,193380,193401,193413,193391,193353,193410,1,,-108.0,-12.0,96.0,60.0
sel871,60,neurokit_dwt_ch1,250.0,193667,193689,193696,193678,193655,193696,1,,-48.0,0.0,48.0,24.0
sel871,61,neurokit_dwt_ch1,250.0,193957,193979,193986,,,,0,unmatched_r_peak,,,,160.0
sel871,62,neurokit_dwt_ch1,250.0,201190,201213,201224,,,,0,unmatched_r_peak,,,,160.0
sel871,63,neurokit_dwt_ch1,250.0,205639,205663,205673,205653,205615,205671,1,,-96.0,-8.0,88.0,52.0
sel871,64,neurokit_dwt_ch1,250.0,208517,208538,208547,208527,208489,208546,1,,-112.0,-4.0,108.0,58.0
sel871,65,neurokit_dwt_ch1,250.0,210954,210973,210983,210963,210926,210983,1,,-112.0,0.0,112.0,56.0
sel871,66,neurokit_dwt_ch1,250.0,212819,212842,212850,,,,0,unmatched_r_peak,,,,160.0
sel871,67,neurokit_dwt_ch1,250.0,213722,213746,213755,213735,213697,213754,1,,-100.0,-4.0,96.0,52.0
sel871,68,neurokit_dwt_ch1,250.0,214625,214647,214657,214637,214599,214656,1,,-104.0,-4.0,100.0,54.0
sel871,69,neurokit_dwt_ch1,250.0,214935,214959,214969,214948,214911,214967,1,,-96.0,-8.0,88.0,52.0
sel872,0,neurokit_dwt_ch0,250.0,150253,150260,150269,150258,150213,150271,1,,-160.0,8.0,168.0,84.0
sel872,1,neurokit_dwt_ch0,250.0,150484,150492,150500,150491,150443,150504,1,,-164.0,16.0,180.0,90.0
sel872,2,neurokit_dwt_ch0,250.0,150716,150727,150737,150726,150678,150738,1,,-152.0,4.0,156.0,78.0
sel872,3,neurokit_dwt_ch0,250.0,150942,150955,150965,150954,150905,150967,1,,-148.0,8.0,156.0,78.0
sel872,4,neurokit_dwt_ch0,250.0,151167,151179,151190,151178,151132,151191,1,,-140.0,4.0,144.0,72.0
sel872,5,neurokit_dwt_ch0,250.0,151392,151406,151415,151404,151374,151417,1,,-72.0,8.0,80.0,40.0
sel872,6,neurokit_dwt_ch0,250.0,151623,151634,151642,151632,151586,151645,1,,-148.0,12.0,160.0,80.0
sel872,7,neurokit_dwt_ch0,250.0,151857,151867,151876,151866,151816,151879,1,,-164.0,12.0,176.0,88.0
sel872,8,neurokit_dwt_ch0,250.0,152081,152092,152100,152091,152060,152103,1,,-84.0,12.0,96.0,48.0
sel872,9,neurokit_dwt_ch0,250.0,152304,152317,152326,152315,152267,152328,1,,-148.0,8.0,156.0,78.0
sel872,10,neurokit_dwt_ch0,250.0,152538,152549,152557,152547,152514,152560,1,,-96.0,12.0,108.0,54.0
sel872,11,neurokit_dwt_ch0,250.0,152775,152786,152797,152785,152735,152797,1,,-160.0,0.0,160.0,80.0
sel872,12,neurokit_dwt_ch0,250.0,153012,153023,153033,153022,152975,153035,1,,-148.0,8.0,156.0,78.0
sel872,13,neurokit_dwt_ch0,250.0,153240,153252,153261,153251,153219,153263,1,,-84.0,8.0,92.0,46.0
sel872,14,neurokit_dwt_ch0,250.0,153466,153478,153487,153476,153454,153489,1,,-48.0,8.0,56.0,28.0
sel872,15,neurokit_dwt_ch0,250.0,153699,153709,153717,153708,153676,153720,1,,-92.0,12.0,104.0,52.0
sel872,16,neurokit_dwt_ch0,250.0,153931,153944,153953,153943,153893,153955,1,,-152.0,8.0,160.0,80.0
sel872,17,neurokit_dwt_ch0,250.0,154169,154178,154188,154177,154126,154190,1,,-172.0,8.0,180.0,90.0
sel872,18,neurokit_dwt_ch0,250.0,154390,154403,154413,154401,154354,154414,1,,-144.0,4.0,148.0,74.0
sel872,19,neurokit_dwt_ch0,250.0,154619,154632,154640,154631,154583,154643,1,,-144.0,12.0,156.0,78.0
sel872,20,neurokit_dwt_ch0,250.0,154852,154866,154875,154865,154813,154877,1,,-156.0,8.0,164.0,82.0
sel872,21,neurokit_dwt_ch0,250.0,155082,155095,155104,155094,155062,155106,1,,-80.0,8.0,88.0,44.0
sel872,22,neurokit_dwt_ch0,250.0,155310,155320,155329,155319,155271,155331,1,,-156.0,8.0,164.0,82.0
sel872,23,neurokit_dwt_ch0,250.0,155532,155545,155555,155543,155515,155556,1,,-68.0,4.0,72.0,36.0
sel872,24,neurokit_dwt_ch0,250.0,155764,155773,155780,155772,155742,155784,1,,-88.0,16.0,104.0,52.0
sel872,25,neurokit_dwt_ch0,250.0,155991,156001,156008,156000,155969,156013,1,,-88.0,20.0,108.0,54.0
sel872,26,neurokit_dwt_ch0,250.0,156214,156226,156240,156225,156178,156238,1,,-144.0,-8.0,136.0,76.0
sel872,27,neurokit_dwt_ch0,250.0,156438,156450,156464,156449,156420,156462,1,,-72.0,-8.0,64.0,40.0
sel872,28,neurokit_dwt_ch0,250.0,156664,156676,156685,156675,156627,156687,1,,-148.0,8.0,156.0,78.0
sel872,29,neurokit_dwt_ch0,250.0,156902,156915,156924,156914,156882,156926,1,,-80.0,8.0,88.0,44.0
sel872,0,neurokit_dwt_ch1,250.0,150253,150260,150269,150257,150217,150272,1,,-144.0,12.0,156.0,78.0
sel872,1,neurokit_dwt_ch1,250.0,150484,150492,150500,150490,150447,150504,1,,-148.0,16.0,164.0,82.0
sel872,2,neurokit_dwt_ch1,250.0,150716,150727,150737,150726,150675,150740,1,,-164.0,12.0,176.0,88.0
sel872,3,neurokit_dwt_ch1,250.0,150942,150955,150965,150954,150912,150969,1,,-120.0,16.0,136.0,68.0
sel872,4,neurokit_dwt_ch1,250.0,151167,151179,151190,151178,151135,151192,1,,-128.0,8.0,136.0,68.0
sel872,5,neurokit_dwt_ch1,250.0,151392,151406,151415,151403,151362,151418,1,,-120.0,12.0,132.0,66.0
sel872,6,neurokit_dwt_ch1,250.0,151623,151634,151642,151632,151590,151646,1,,-132.0,16.0,148.0,74.0
sel872,7,neurokit_dwt_ch1,250.0,151857,151867,151876,151866,151837,151880,1,,-80.0,16.0,96.0,48.0
sel872,8,neurokit_dwt_ch1,250.0,152081,152092,152100,152090,152047,152104,1,,-136.0,16.0,152.0,76.0
sel872,9,neurokit_dwt_ch1,250.0,152304,152317,152326,152314,152290,152328,1,,-56.0,8.0,64.0,32.0
sel872,10,neurokit_dwt_ch1,250.0,152538,152549,152557,152546,152505,152561,1,,-132.0,16.0,148.0,74.0
sel872,11,neurokit_dwt_ch1,250.0,152775,152786,152797,152784,152742,152799,1,,-132.0,8.0,140.0,70.0
sel872,12,neurokit_dwt_ch1,250.0,153012,153023,153033,153022,152976,153036,1,,-144.0,12.0,156.0,78.0
sel872,13,neurokit_dwt_ch1,250.0,153240,153252,153261,153251,153205,153264,1,,-140.0,12.0,152.0,76.0
sel872,14,neurokit_dwt_ch1,250.0,153466,153478,153487,153475,153461,153490,1,,-20.0,12.0,32.0,16.0
sel872,15,neurokit_dwt_ch1,250.0,153699,153709,153717,153707,153665,153721,1,,-136.0,16.0,152.0,76.0
sel872,16,neurokit_dwt_ch1,250.0,153931,153944,153953,153942,153899,153957,1,,-128.0,16.0,144.0,72.0
sel872,17,neurokit_dwt_ch1,250.0,154169,154178,154188,154177,154132,154191,1,,-148.0,12.0,160.0,80.0
sel872,18,neurokit_dwt_ch1,250.0,154390,154403,154413,154401,154356,154415,1,,-136.0,8.0,144.0,72.0
sel872,19,neurokit_dwt_ch1,250.0,154619,154632,154640,154629,154581,154643,1,,-152.0,12.0,164.0,82.0
sel872,20,neurokit_dwt_ch1,250.0,154852,154866,154875,154864,154847,154879,1,,-20.0,16.0,36.0,18.0
sel872,21,neurokit_dwt_ch1,250.0,155082,155095,155104,155094,155049,155108,1,,-132.0,16.0,148.0,74.0
sel872,22,neurokit_dwt_ch1,250.0,155310,155320,155329,155318,155268,155332,1,,-168.0,12.0,180.0,90.0
sel872,23,neurokit_dwt_ch1,250.0,155532,155545,155555,155542,155500,155556,1,,-128.0,4.0,132.0,66.0
sel872,24,neurokit_dwt_ch1,250.0,155764,155773,155780,155771,155745,155785,1,,-76.0,20.0,96.0,48.0
sel872,25,neurokit_dwt_ch1,250.0,155991,156001,156008,155999,155956,156014,1,,-140.0,24.0,164.0,82.0
sel872,26,neurokit_dwt_ch1,250.0,156214,156226,156240,156225,156201,156239,1,,-52.0,-4.0,48.0,28.0
sel872,27,neurokit_dwt_ch1,250.0,156438,156450,156464,156449,156405,156463,1,,-132.0,-4.0,128.0,68.0
sel872,28,neurokit_dwt_ch1,250.0,156664,156676,156685,156674,156633,156688,1,,-124.0,12.0,136.0,68.0
sel872,29,neurokit_dwt_ch1,250.0,156902,156915,156924,156913,156870,156927,1,,-128.0,12.0,140.0,70.0
sel873,0,neurokit_dwt_ch0,250.0,150284,150298,150308,,,,0,missing_dwt_boundary,,,,160.0
sel873,1,neurokit_dwt_ch0,250.0,150557,150570,150582,,,,0,missing_dwt_boundary,,,,160.0
sel873,2,neurokit_dwt_ch0,250.0,150842,150856,150867,,,,0,missing_dwt_boundary,,,,160.0
sel873,3,neurokit_dwt_ch0,250.0,151116,151129,151138,,,,0,missing_dwt_boundary,,,,160.0
sel873,4,neurokit_dwt_ch0,250.0,151383,151396,151407,,,,0,missing_dwt_boundary,,,,160.0
sel873,5,neurokit_dwt_ch0,250.0,151663,151677,151687,,,,0,missing_dwt_boundary,,,,160.0
sel873,6,neurokit_dwt_ch0,250.0,151934,151949,151960,,,,0,missing_dwt_boundary,,,,160.0
sel873,7,neurokit_dwt_ch0,250.0,152200,152216,152228,,,,0,missing_dwt_boundary,,,,160.0
sel873,8,neurokit_dwt_ch0,250.0,152477,152489,152502,,,,0,missing_dwt_boundary,,,,160.0
sel873,9,neurokit_dwt_ch0,250.0,152750,152763,152772,,,,0,missing_dwt_boundary,,,,160.0
sel873,10,neurokit_dwt_ch0,250.0,153017,153029,153042,,,,0,missing_dwt_boundary,,,,160.0
sel873,11,neurokit_dwt_ch0,250.0,153292,153303,153313,,,,0,missing_dwt_boundary,,,,160.0
sel873,12,neurokit_dwt_ch0,250.0,153564,153579,153590,,,,0,missing_dwt_boundary,,,,160.0
sel873,13,neurokit_dwt_ch0,250.0,153835,153851,153863,,,,0,missing_dwt_boundary,,,,160.0
sel873,14,neurokit_dwt_ch0,250.0,154102,154117,154127,,,,0,missing_dwt_boundary,,,,160.0
sel873,15,neurokit_dwt_ch0,250.0,154377,154391,154404,,,,0,missing_dwt_boundary,,,,160.0
sel873,16,neurokit_dwt_ch0,250.0,154647,154663,154672,,,,0,missing_dwt_boundary,,,,160.0
sel873,17,neurokit_dwt_ch0,250.0,154920,154933,154944,,,,0,missing_dwt_boundary,,,,160.0
sel873,18,neurokit_dwt_ch0,250.0,155186,155200,155212,,,,0,missing_dwt_boundary,,,,160.0
sel873,19,neurokit_dwt_ch0,250.0,155453,155468,155480,,,,0,missing_dwt_boundary,,,,160.0
sel873,20,neurokit_dwt_ch0,250.0,155719,155736,155743,,,,0,missing_dwt_boundary,,,,160.0
sel873,21,neurokit_dwt_ch0,250.0,155987,156000,156011,,,,0,missing_dwt_boundary,,,,160.0
sel873,22,neurokit_dwt_ch0,250.0,156252,156265,156278,,,,0,missing_dwt_boundary,,,,160.0
sel873,23,neurokit_dwt_ch0,250.0,156519,156532,156541,,,,0,missing_dwt_boundary,,,,160.0
sel873,24,neurokit_dwt_ch0,250.0,156790,156803,156814,,,,0,missing_dwt_boundary,,,,160.0
sel873,25,neurokit_dwt_ch0,250.0,157059,157072,157082,,,,0,missing_dwt_boundary,,,,160.0
sel873,26,neurokit_dwt_ch0,250.0,157324,157339,157351,,,,0,missing_dwt_boundary,,,,160.0
sel873,27,neurokit_dwt_ch0,250.0,158378,158394,158404,,,,0,missing_dwt_boundary,,,,160.0
sel873,28,neurokit_dwt_ch0,250.0,158652,158668,158679,,,,0,missing_dwt_boundary,,,,160.0
sel873,29,neurokit_dwt_ch0,250.0,158930,158943,158956,,,,0,missing_dwt_boundary,,,,160.0
sel873,30,neurokit_dwt_ch0,250.0,214128,214147,214163,,,,0,missing_dwt_boundary,,,,160.0
sel873,31,neurokit_dwt_ch0,250.0,214966,214985,214995,,,,0,missing_dwt_boundary,,,,160.0
sel873,32,neurokit_dwt_ch0,250.0,220273,220296,220303,,,,0,missing_dwt_boundary,,,,160.0
sel873,0,neurokit_dwt_ch1,250.0,150284,150298,150308,150289,150254,150311,1,,-120.0,12.0,132.0,66.0
sel873,1,neurokit_dwt_ch1,250.0,150557,150570,150582,150561,150526,150582,1,,-124.0,0.0,124.0,62.0
sel873,2,neurokit_dwt_ch1,250.0,150842,150856,150867,150846,150811,150868,1,,-124.0,4.0,128.0,64.0
sel873,3,neurokit_dwt_ch1,250.0,151116,151129,151138,151119,151083,151141,1,,-132.0,12.0,144.0,72.0
sel873,4,neurokit_dwt_ch1,250.0,151383,151396,151407,151387,151351,151408,1,,-128.0,4.0,132.0,66.0
sel873,5,neurokit_dwt_ch1,250.0,151663,151677,151687,151667,151632,151688,1,,-124.0,4.0,128.0,64.0
sel873,6,neurokit_dwt_ch1,250.0,151934,151949,151960,151939,151904,151961,1,,-120.0,4.0,124.0,62.0
sel873,7,neurokit_dwt_ch1,250.0,152200,152216,152228,152206,152171,152228,1,,-116.0,0.0,116.0,58.0
sel873,8,neurokit_dwt_ch1,250.0,152477,152489,152502,152479,152443,152501,1,,-136.0,-4.0,132.0,70.0
sel873,9,neurokit_dwt_ch1,250.0,152750,152763,152772,152753,152717,152774,1,,-132.0,8.0,140.0,70.0
sel873,10,neurokit_dwt_ch1,250.0,153017,153029,153042,153020,152985,153041,1,,-128.0,-4.0,124.0,66.0
sel873,11,neurokit_dwt_ch1,250.0,153292,153303,153313,153293,153258,153315,1,,-136.0,8.0,144.0,72.0
sel873,12,neurokit_dwt_ch1,250.0,153564,153579,153590,153569,153533,153591,1,,-124.0,4.0,128.0,64.0
sel873,13,neurokit_dwt_ch1,250.0,153835,153851,153863,153841,153826,153863,1,,-36.0,0.0,36.0,18.0
sel873,14,neurokit_dwt_ch1,250.0,154102,154117,154127,154106,154070,154129,1,,-128.0,8.0,136.0,68.0
sel873,15,neurokit_dwt_ch1,250.0,154377,154391,154404,154381,154345,154403,1,,-128.0,-4.0,124.0,66.0
sel873,16,neurokit_dwt_ch1,250.0,154647,154663,154672,154653,154617,154675,1,,-120.0,12.0,132.0,66.0
sel873,17,neurokit_dwt_ch1,250.0,154920,154933,154944,154924,154888,154946,1,,-128.0,8.0,136.0,68.0
sel873,18,neurokit_dwt_ch1,250.0,155186,155200,155212,155190,155154,155212,1,,-128.0,0.0,128.0,64.0
sel873,19,neurokit_dwt_ch1,250.0,155453,155468,155480,155459,155424,155481,1,,-116.0,4.0,120.0,60.0
sel873,20,neurokit_dwt_ch1,250.0,155719,155736,155743,155726,155691,155748,1,,-112.0,20.0,132.0,66.0
sel873,21,neurokit_dwt_ch1,250.0,155987,156000,156011,155990,155954,156012,1,,-132.0,4.0,136.0,68.0
sel873,22,neurokit_dwt_ch1,250.0,156252,156265,156278,156256,156220,156277,1,,-128.0,-4.0,124.0,66.0
sel873,23,neurokit_dwt_ch1,250.0,156519,156532,156541,156522,156487,156544,1,,-128.0,12.0,140.0,70.0
sel873,24,neurokit_dwt_ch1,250.0,156790,156803,156814,156794,156758,156815,1,,-128.0,4.0,132.0,66.0
sel873,25,neurokit_dwt_ch1,250.0,157059,157072,157082,157063,157028,157085,1,,-124.0,12.0,136.0,68.0
sel873,26,neurokit_dwt_ch1,250.0,157324,157339,157351,157329,157294,157351,1,,-120.0,0.0,120.0,60.0
sel873,27,neurokit_dwt_ch1,250.0,158378,158394,158404,158384,158348,158406,1,,-120.0,8.0,128.0,64.0
sel873,28,neurokit_dwt_ch1,250.0,158652,158668,158679,158658,158624,158680,1,,-112.0,4.0,116.0,58.0
sel873,29,neurokit_dwt_ch1,250.0,158930,158943,158956,158934,158899,158955,1,,-124.0,-4.0,120.0,64.0
sel873,30,neurokit_dwt_ch1,250.0,214128,214147,214163,214138,214105,214159,1,,-92.0,-16.0,76.0,54.0
sel873,31,neurokit_dwt_ch1,250.0,214966,214985,214995,214974,214941,214994,1,,-100.0,-4.0,96.0,52.0
sel873,32,neurokit_dwt_ch1,250.0,220273,220296,220303,,,,0,unmatched_r_peak,,,,160.0
sel883,0,neurokit_dwt_ch0,250.0,150453,150468,150479,,,,0,missing_dwt_boundary,,,,160.0
sel883,1,neurokit_dwt_ch0,250.0,150709,150724,150735,,,,0,missing_dwt_boundary,,,,160.0
sel883,2,neurokit_dwt_ch0,250.0,150961,150980,150992,,,,0,missing_dwt_boundary,,,,160.0
sel883,3,neurokit_dwt_ch0,250.0,151221,151234,151243,,,,0,missing_dwt_boundary,,,,160.0
sel883,4,neurokit_dwt_ch0,250.0,151477,151492,151503,,,,0,missing_dwt_boundary,,,,160.0
sel883,5,neurokit_dwt_ch0,250.0,151727,151740,151754,,,,0,missing_dwt_boundary,,,,160.0
sel883,6,neurokit_dwt_ch0,250.0,151981,151996,152004,,,,0,missing_dwt_boundary,,,,160.0
sel883,7,neurokit_dwt_ch0,250.0,152234,152249,152260,,,,0,missing_dwt_boundary,,,,160.0
sel883,8,neurokit_dwt_ch0,250.0,152488,152502,152512,,,,0,missing_dwt_boundary,,,,160.0
sel883,9,neurokit_dwt_ch0,250.0,152747,152759,152769,,,,0,missing_dwt_boundary,,,,160.0
sel883,10,neurokit_dwt_ch0,250.0,152998,153011,153022,,,,0,missing_dwt_boundary,,,,160.0
sel883,11,neurokit_dwt_ch0,250.0,153252,153267,153278,,,,0,missing_dwt_boundary,,,,160.0
sel883,12,neurokit_dwt_ch0,250.0,153510,153527,153535,,,,0,missing_dwt_boundary,,,,160.0
sel883,13,neurokit_dwt_ch0,250.0,153775,153789,153799,,,,0,missing_dwt_boundary,,,,160.0
sel883,14,neurokit_dwt_ch0,250.0,154038,154050,154060,,,,0,missing_dwt_boundary,,,,160.0
sel883,15,neurokit_dwt_ch0,250.0,154293,154307,154321,,,,0,missing_dwt_boundary,,,,160.0
sel883,16,neurokit_dwt_ch0,250.0,154551,154566,154579,,,,0,missing_dwt_boundary,,,,160.0
sel883,17,neurokit_dwt_ch0,250.0,154807,154820,154832,,,,0,missing_dwt_boundary,,,,160.0
sel883,18,neurokit_dwt_ch0,250.0,155068,155082,155092,,,,0,missing_dwt_boundary,,,,160.0
sel883,19,neurokit_dwt_ch0,250.0,155324,155341,155353,,,,0,missing_dwt_boundary,,,,160.0
sel883,20,neurokit_dwt_ch0,250.0,155578,155595,155607,,,,0,missing_dwt_boundary,,,,160.0
sel883,21,neurokit_dwt_ch0,250.0,155836,155851,155861,,,,0,missing_dwt_boundary,,,,160.0
sel883,22,neurokit_dwt_ch0,250.0,156088,156101,156114,,,,0,missing_dwt_boundary,,,,160.0
sel883,23,neurokit_dwt_ch0,250.0,156345,156360,156370,,,,0,missing_dwt_boundary,,,,160.0
sel883,24,neurokit_dwt_ch0,250.0,156600,156616,156628,,,,0,missing_dwt_boundary,,,,160.0
sel883,25,neurokit_dwt_ch0,250.0,156854,156869,156881,,,,0,missing_dwt_boundary,,,,160.0
sel883,26,neurokit_dwt_ch0,250.0,157107,157123,157133,,,,0,missing_dwt_boundary,,,,160.0
sel883,27,neurokit_dwt_ch0,250.0,157354,157371,157382,,,,0,missing_dwt_boundary,,,,160.0
sel883,28,neurokit_dwt_ch0,250.0,157613,157627,157637,,,,0,missing_dwt_boundary,,,,160.0
sel883,29,neurokit_dwt_ch0,250.0,157869,157883,157896,,,,0,missing_dwt_boundary,,,,160.0
sel883,0,neurokit_dwt_ch1,250.0,150453,150468,150479,,,,0,unmatched_r_peak,,,,160.0
sel883,1,neurokit_dwt_ch1,250.0,150709,150724,150735,,,,0,unmatched_r_peak,,,,160.0
sel883,2,neurokit_dwt_ch1,250.0,150961,150980,150992,,,,0,unmatched_r_peak,,,,160.0
sel883,3,neurokit_dwt_ch1,250.0,151221,151234,151243,,,,0,unmatched_r_peak,,,,160.0
sel883,4,neurokit_dwt_ch1,250.0,151477,151492,151503,,,,0,unmatched_r_peak,,,,160.0
sel883,5,neurokit_dwt_ch1,250.0,151727,151740,151754,,,,0,unmatched_r_peak,,,,160.0
sel883,6,neurokit_dwt_ch1,250.0,151981,151996,152004,,,,0,unmatched_r_peak,,,,160.0
sel883,7,neurokit_dwt_ch1,250.0,152234,152249,152260,,,,0,unmatched_r_peak,,,,160.0
sel883,8,neurokit_dwt_ch1,250.0,152488,152502,152512,,,,0,unmatched_r_peak,,,,160.0
sel883,9,neurokit_dwt_ch1,250.0,152747,152759,152769,,,,0,unmatched_r_peak,,,,160.0
sel883,10,neurokit_dwt_ch1,250.0,152998,153011,153022,,,,0,unmatched_r_peak,,,,160.0
sel883,11,neurokit_dwt_ch1,250.0,153252,153267,153278,,,,0,unmatched_r_peak,,,,160.0
sel883,12,neurokit_dwt_ch1,250.0,153510,153527,153535,,,,0,unmatched_r_peak,,,,160.0
sel883,13,neurokit_dwt_ch1,250.0,153775,153789,153799,,,,0,unmatched_r_peak,,,,160.0
sel883,14,neurokit_dwt_ch1,250.0,154038,154050,154060,,,,0,unmatched_r_peak,,,,160.0
sel883,15,neurokit_dwt_ch1,250.0,154293,154307,154321,,,,0,unmatched_r_peak,,,,160.0
sel883,16,neurokit_dwt_ch1,250.0,154551,154566,154579,,,,0,unmatched_r_peak,,,,160.0
sel883,17,neurokit_dwt_ch1,250.0,154807,154820,154832,,,,0,unmatched_r_peak,,,,160.0
sel883,18,neurokit_dwt_ch1,250.0,155068,155082,155092,,,,0,unmatched_r_peak,,,,160.0
sel883,19,neurokit_dwt_ch1,250.0,155324,155341,155353,,,,0,unmatched_r_peak,,,,160.0
sel883,20,neurokit_dwt_ch1,250.0,155578,155595,155607,,,,0,unmatched_r_peak,,,,160.0
sel883,21,neurokit_dwt_ch1,250.0,155836,155851,155861,,,,0,unmatched_r_peak,,,,160.0
sel883,22,neurokit_dwt_ch1,250.0,156088,156101,156114,,,,0,unmatched_r_peak,,,,160.0
sel883,23,neurokit_dwt_ch1,250.0,156345,156360,156370,,,,0,unmatched_r_peak,,,,160.0
sel883,24,neurokit_dwt_ch1,250.0,156600,156616,156628,,,,0,unmatched_r_peak,,,,160.0
sel883,25,neurokit_dwt_ch1,250.0,156854,156869,156881,,,,0,unmatched_r_peak,,,,160.0
sel883,26,neurokit_dwt_ch1,250.0,157107,157123,157133,,,,0,unmatched_r_peak,,,,160.0
sel883,27,neurokit_dwt_ch1,250.0,157354,157371,157382,,,,0,unmatched_r_peak,,,,160.0
sel883,28,neurokit_dwt_ch1,250.0,157613,157627,157637,,,,0,unmatched_r_peak,,,,160.0
sel883,29,neurokit_dwt_ch1,250.0,157869,157883,157896,,,,0,unmatched_r_peak,,,,160.0
sel891,0,neurokit_dwt_ch0,250.0,150219,150235,150254,150230,150207,150254,1,,-48.0,0.0,48.0,24.0
sel891,1,neurokit_dwt_ch0,250.0,150353,150368,150389,150363,150305,150389,1,,-192.0,0.0,192.0,96.0
sel891,2,neurokit_dwt_ch0,250.0,150588,150603,150629,150598,150537,150624,1,,-204.0,-20.0,184.0,112.0
sel891,3,neurokit_dwt_ch0,250.0,150770,150785,150807,150780,150758,150805,1,,-48.0,-8.0,40.0,28.0
sel891,4,neurokit_dwt_ch0,250.0,150953,150966,150988,150961,150934,150985,1,,-76.0,-12.0,64.0,44.0
sel891,5,neurokit_dwt_ch0,250.0,151136,151152,151174,151147,151126,151174,1,,-40.0,0.0,40.0,20.0
sel891,6,neurokit_dwt_ch0,250.0,151320,151334,151357,151330,151287,151354,1,,-132.0,-12.0,120.0,72.0
sel891,7,neurokit_dwt_ch0,250.0,151498,151513,151532,151508,151445,151532,1,,-212.0,0.0,212.0,106.0
sel891,8,neurokit_dwt_ch0,250.0,151677,151698,151719,151693,151668,151718,1,,-36.0,-4.0,32.0,20.0
sel891,9,neurokit_dwt_ch0,250.0,151867,151883,151904,151879,151848,151904,1,,-76.0,0.0,76.0,38.0
sel891,10,neurokit_dwt_ch0,250.0,152047,152062,152081,152057,152013,152081,1,,-136.0,0.0,136.0,68.0
sel891,11,neurokit_dwt_ch0,250.0,152180,152196,152214,152191,152131,152217,1,,-196.0,12.0,208.0,104.0
sel891,12,neurokit_dwt_ch0,250.0,152424,152437,152457,152433,152370,152458,1,,-216.0,4.0,220.0,110.0
sel891,13,neurokit_dwt_ch0,250.0,152603,152620,152642,152615,152550,152640,1,,-212.0,-8.0,204.0,110.0
sel891,14,neurokit_dwt_ch0,250.0,152788,152807,152829,152803,152773,152827,1,,-60.0,-8.0,52.0,34.0
sel891,15,neurokit_dwt_ch0,250.0,153523,153534,153557,153529,153465,153555,1,,-232.0,-8.0,224.0,120.0
sel891,16,neurokit_dwt_ch0,250.0,153656,153671,153694,153666,153607,153692,1,,-196.0,-8.0,188.0,102.0
sel891,17,neurokit_dwt_ch0,250.0,153874,153891,153911,153886,153860,153910,1,,-56.0,-4.0,52.0,30.0
sel891,18,neurokit_dwt_ch0,250.0,154055,154071,154093,154066,154037,154091,1,,-72.0,-8.0,64.0,40.0
sel891,19,neurokit_dwt_ch0,250.0,154238,154254,154275,154249,154185,154274,1,,-212.0,-4.0,208.0,108.0
sel891,20,neurokit_dwt_ch0,250.0,154417,154431,154452,154426,154398,154450,1,,-76.0,-8.0,68.0,42.0
sel891,21,neurokit_dwt_ch0,250.0,155504,155517,155541,155512,155448,155538,1,,-224.0,-12.0,212.0,118.0
sel891,22,neurokit_dwt_ch0,250.0,155679,155696,155717,155691,155664,155716,1,,-60.0,-4.0,56.0,32.0
sel891,23,neurokit_dwt_ch0,250.0,155862,155874,155894,155869,155844,155894,1,,-72.0,0.0,72.0,36.0
sel891,24,neurokit_dwt_ch0,250.0,156039,156054,156075,156049,156022,156074,1,,-68.0,-4.0,64.0,36.0
sel891,25,neurokit_dwt_ch0,250.0,156172,156187,156210,156182,156123,156208,1,,-196.0,-8.0,188.0,102.0
sel891,26,neurokit_dwt_ch0,250.0,156404,156418,156441,156414,156387,156438,1,,-68.0,-12.0,56.0,40.0
